"","ASSESSMENT","ID_NO","SCI_NAME","PRESENCE","ORIGIN","SEASONAL","COMPILER","YRCOMPILED"
"807",184644405,18435501,"Elachistocleis surumu",1,1,1,"Nieves Garcia",2021
"808",186881090,186881080,"Microhyla kuramotoi",1,1,1,"Janice Chanson",2020
"809",186881090,186881080,"Microhyla kuramotoi",1,3,1,"Janice Chanson",2020
"810",195587858,181113530,"Nanohyla marmorata",1,1,1,"Timothy Cutajar & Louise Hobin",2021
"811",198373401,197439881,"Hypopachus guancasco",1,1,1,"Kelsey Neam",2021
"812",198375232,197440245,"Hypopachus barberi",1,1,1,"IUCN",2021
"813",198375232,197440245,"Hypopachus barberi",1,1,1,"IUCN, Paulina Arias Caballero-CONABIO",2021
"814",198375232,197440245,"Hypopachus barberi",1,1,1,"Kelsey Neam",2021
"815",198375232,197440245,"Hypopachus barberi",1,1,1,"Kelsey Neam, Vladlen Henríquez and Francisco S. Álvarez",2021
"816",198375232,197440245,"Hypopachus barberi",1,1,1,"Vladlen Henríquez and Francisco S. Álvarez",2021
"817",202162712,202162704,"Kalophrynus kiewi",1,1,1,"Louise Hobin",2021
"818",202162712,202162704,"Kalophrynus kiewi",6,1,1,"Louise Hobin",2021
"819",205483524,57758,"Chiasmocleis jimi",1,1,1,"Tatianne Abreu-Jardim",2021
"820",205873410,57779,"Cophixalus montanus",1,1,1,"IUCN",2008
"821",208201646,58019,"Chiasmocleis antenori",1,1,1,"Kelsey Neam",2021
"822",209089339,209086535,"Elachistocleis nigrogularis",1,1,1,"Kelsey Neam",2021
"823",209089339,209086535,"Elachistocleis nigrogularis",6,1,1,"Kelsey Neam",2021
"824",217017347,217017330,"Micryletta lineata",1,1,1,"Louise Hobin",2022
"825",219708605,57927,"Aphantophryne parkeri",1,1,1,"IUCN",2019
"826",219708605,57927,"Aphantophryne parkeri",1,1,1,"Louise Hobin",2019
"827",228483306,76317570,"Cophixalus tenuidactylus",1,1,1,"Steve Best",2019
"828",234992707,57918,"Oreophryne insulana",1,1,1,"IUCN",2019
"829",234992707,57918,"Oreophryne insulana",1,1,1,"Lauren Warr",2019
"830",234994195,76317613,"Oreophryne ezra",1,1,1,"Steve Best",2015
"831",245675165,57841,"Kalophrynus nubicola",1,1,1,"IUCN",2008
"832",245678583,57833,"Kalophrynus baluensis",1,1,1,"Kelsey Neam",2018
"833",254276355,57684,"Austrochaperina adamantina",1,1,1,"Louise Hobin",2019
"834",254276355,57684,"Austrochaperina adamantina",3,1,1,"Louise Hobin",2019
"835",254277292,57710,"Barygenys parvula",1,1,1,"IUCN",2019
"836",254277695,57766,"Choerophryne longirostris",1,1,1,"Louise Hobin",2019
